,Symbol,Name,Exchange,MarketCap
3267,AEM,Agnico Eagle Mines Limited,NYSE,14080000000.0
3268,ADC,Agree Realty Corporation,NYSE,3260000000.0
3269,AL,Air Lease Corporation,NYSE,4990000000.0
3270,APD,"Air Products and Chemicals, Inc.",NYSE,46990000000.0
3271,AYR,Aircastle Limited,NYSE,2009999999.9999998
3272,AKS,AK Steel Holding Corporation,NYSE,809950000.0
3273,ALG,"Alamo Group, Inc.",NYSE,1440000000.0
3274,AGI,Alamos Gold Inc.,NYSE,2000000000.0
3275,ALK,"Alaska Air Group, Inc.",NYSE,8820000000.0
3276,AIN,Albany International Corporation,NYSE,2570000000.0
3277,ALB,Albemarle Corporation,NYSE,6740000000.0
3278,AA,Alcoa Corporation,NYSE,3900000000.0
3279,ALC,Alcon Inc.,NYSE,28490000000.0
3280,ALEX,"Alexander & Baldwin, Inc.",NYSE,1770000000.0
3281,ALX,"Alexander&#39;s, Inc.",NYSE,1750000000.0
3282,ARE,"Alexandria Real Estate Equities, Inc.",NYSE,17950000000.0
3283,AQN,Algonquin Power & Utilities Corp.,NYSE,6800000000.0
3284,BABA,Alibaba Group Holding Limited,NYSE,453830000000.0
3285,Y,Alleghany Corporation,NYSE,10930000000.0
3286,ATI,Allegheny Technologies Incorporated,NYSE,2490000000.0
3287,ALLE,Allegion plc,NYSE,10530000000.0
3288,AGN,Allergan plc.,NYSE,57040000000.0
3289,ALE,"Allete, Inc.",NYSE,4460000000.0
3290,ADS,Alliance Data Systems Corporation,NYSE,5360000000.0
3291,AFB,Alliance National Municipal Income Fund Inc,NYSE,385470000.0
3292,AWF,Alliance World Dollar Government Fund II,NYSE,1040000000.0
3293,AB,AllianceBernstein Holding L.P.,NYSE,2780000000.0
3294,CBH,AllianzGI Convertible & Income 2024 Target Term Fund,NYSE,173440000.0
3295,NCV,AllianzGI Convertible & Income Fund,NYSE,512860000.0
3296,NCZ,AllianzGI Convertible & Income Fund II,NYSE,382430000.0
3297,ACV,AllianzGI Diversified Income & Convertible Fund,NYSE,241260000.0
3298,NIE,AllianzGI Equity & Convertible Income Fund,NYSE,605160000.0
3299,NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",NYSE,1170000000.0
3300,ALSN,"Allison Transmission Holdings, Inc.",NYSE,5610000000.0
3301,ALL,Allstate Corporation (The),NYSE,35300000000.0
3302,ALLY,Ally Financial Inc.,NYSE,12030000000.0
3303,AYX,"Alteryx, Inc.",NYSE,6060000000.0
3304,ATUS,"Altice USA, Inc.",NYSE,19390000000.0
3305,MO,Altria Group,NYSE,87430000000.0
3306,ACH,Aluminum Corporation of China Limited,NYSE,5450000000.0
3307,ABEV,Ambev S.A.,NYSE,69680000000.0
3308,AMC,"AMC Entertainment Holdings, Inc.",NYSE,1010000000.0
3309,AMCR,Amcor plc,NYSE,15700000000.0
3310,AEE,Ameren Corporation,NYSE,19400000000.0
3311,AMRC,"Ameresco, Inc.",NYSE,690160000.0
3312,AMOV,"America Movil, S.A.B. de C.V.",NYSE,53100000000.0
3313,AMX,"America Movil, S.A.B. de C.V.",NYSE,53700000000.0
3314,AAT,"American Assets Trust, Inc.",NYSE,2850000000.0
3315,AXL,"American Axle & Manufacturing Holdings, Inc.",NYSE,1020000000.0
3316,ACC,American Campus Communities Inc,NYSE,6910000000.0
3317,AEO,"American Eagle Outfitters, Inc.",NYSE,2810000000.0
3318,AEP,"American Electric Power Company, Inc.",NYSE,46590000000.0
3319,AEL,American Equity Investment Life Holding Company,NYSE,2240000000.0
3320,AXP,American Express Company,NYSE,98120000000.0
3321,AFG,"American Financial Group, Inc.",NYSE,9190000000.0
3322,AMH,American Homes 4 Rent,NYSE,7890000000.0
3323,AIG,"American International Group, Inc.",NYSE,45930000000.0
3324,ARL,"American Realty Investors, Inc.",NYSE,256269999.99999997
3325,ARA,"American Renal Associates Holdings, Inc",NYSE,255630000.0
3326,AWR,American States Water Company,NYSE,3460000000.0
3327,AMT,American Tower Corporation (REIT),NYSE,95920000000.0
3328,AVD,American Vanguard Corporation,NYSE,406490000.0
3329,AWK,American Water Works,NYSE,21880000000.0
3330,COLD,Americold Realty Trust,NYSE,7480000000.0
3331,AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",NYSE,19560000000.0
3332,ABC,AmerisourceBergen Corporation (Holding Co),NYSE,18080000000.0
3333,ANFI,Amira Nature Foods Ltd,NYSE,21590000.0
3334,AMN,AMN Healthcare Services Inc,NYSE,2700000000.0
3335,AMRX,"Amneal Pharmaceuticals, Inc.",NYSE,1020000000.0
3336,AP,Ampco-Pittsburgh Corporation,NYSE,46770000.0
3337,APH,Amphenol Corporation,NYSE,29810000000.0
3338,AXR,AMREP Corporation,NYSE,46300000.0
3339,HKIB,AMTD International Inc.,NYSE,1860000000.0
3340,AME,"AMTEK, Inc.",NYSE,20540000000.0
3341,PLAN,"Anaplan, Inc.",NYSE,6420000000.0
3342,FINS,Angel Oak Financial Strategies Income Term Trust,NYSE,228080000.0
3343,AU,AngloGold Ashanti Limited,NYSE,9180000000.0
3344,BUD,Anheuser-Busch Inbev SA,NYSE,160340000000.0
3345,AXE,Anixter International Inc.,NYSE,2360000000.0
3346,NLY,Annaly Capital Management Inc,NYSE,12800000000.0
3347,AM,Antero Midstream Corporation,NYSE,3770000000.0
3348,AR,Antero Resources Corporation,NYSE,837990000.0
3349,ANTM,"Anthem, Inc.",NYSE,67300000000.0
3350,ANH,Anworth Mortgage Asset  Corporation,NYSE,334800000.0
3351,AON,Aon plc,NYSE,44490000000.0
3352,APA,Apache Corporation,NYSE,8300000000.000001
3353,AIV,Apartment Investment and Management Company,NYSE,8080000000.0
3354,APY,Apergy Corporation,NYSE,2049999999.9999998
3355,APHA,Aphria Inc.,NYSE,1410000000.0
3356,ARI,Apollo Commercial Real Estate Finance,NYSE,2790000000.0
3357,APO,"Apollo Global Management, Inc",NYSE,16600000000.000002
3358,AFT,Apollo Senior Floating Rate Fund Inc.,NYSE,228150000.0
3359,AIF,Apollo Tactical Income Fund Inc.,NYSE,212770000.0
3360,APLE,"Apple Hospitality REIT, Inc.",NYSE,3670000000.0
3361,AIT,"Applied Industrial Technologies, Inc.",NYSE,2190000000.0
3362,ATR,"AptarGroup, Inc.",NYSE,7550000000.0
3363,APTV,Aptiv PLC,NYSE,22950000000.0
3364,WTR,"Aqua America, Inc.",NYSE,9860000000.0
3365,WAAS,AquaVenture Holdings Limited,NYSE,621980000.0
3366,ARMK,Aramark,NYSE,10920000000.0
3367,ABR,Arbor Realty Trust,NYSE,1260000000.0
3368,ARC,"ARC Document Solutions, Inc.",NYSE,63570000.0
3369,MT,ArcelorMittal,NYSE,15660000000.0
3370,ARCH,"Arch Coal, Inc.",NYSE,1360000000.0
3371,ADM,Archer-Daniels-Midland Company,NYSE,22840000000.0
3372,AROC,"Archrock, Inc.",NYSE,1500000000.0
3373,ARNC,Arconic Inc.,NYSE,12170000000.0
3374,ARCO,Arcos Dorados Holdings Inc.,NYSE,1530000000.0
3375,ACA,"Arcosa, Inc.",NYSE,1740000000.0
3376,RCUS,"Arcus Biosciences, Inc.",NYSE,372300000.0
3377,ARD,Ardagh Group S.A.,NYSE,4240000000.0
3378,ASC,Ardmore Shipping Corporation,NYSE,282320000.0
3379,AFC,Ares Capital Corporation,NYSE,216000000.0
3380,ACRE,Ares Commercial Real Estate Corporation,NYSE,444290000.0
3381,ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",NYSE,335700000.0
3382,ARES,Ares Management Corporation,NYSE,6530000000.0
3383,AGX,"Argan, Inc.",NYSE,618140000.0
3384,ARGO,"Argo Group International Holdings, Ltd.",NYSE,2320000000.0
3385,ANET,"Arista Networks, Inc.",NYSE,18730000000.0
3386,AI,Arlington Asset Investment Corp,NYSE,210060000.0
3387,ARLO,"Arlo Technologies, Inc.",NYSE,262019999.99999997
3388,AHH,"Armada Hoffler Properties, Inc.",NYSE,1270000000.0
3389,ARR,"ARMOUR Residential REIT, Inc.",NYSE,980900000.0
3390,AFI,"Armstrong Flooring, Inc.",NYSE,135420000.0
3391,AWI,Armstrong World Industries Inc,NYSE,4990000000.0
3392,ARW,"Arrow Electronics, Inc.",NYSE,6420000000.0
3393,AJG,Arthur J. Gallagher & Co.,NYSE,16640000000.0
3394,APAM,Artisan Partners Asset Management Inc.,NYSE,2080000000.0
3395,ASA,ASA Gold and Precious Metals Limited,NYSE,241700000.0
3396,ABG,Asbury Automotive Group Inc,NYSE,1990000000.0
3397,ASX,"ASE Technology Holding Co., Ltd.",NYSE,10920000000.0
3398,ASGN,ASGN Incorporated,NYSE,3380000000.0
3399,AHT,Ashford Hospitality Trust Inc,NYSE,286990000.0
3400,ASH,Ashland Global Holdings Inc.,NYSE,4650000000.0
3401,ASPN,"Aspen Aerogels, Inc.",NYSE,147990000.0
3402,AMK,"AssetMark Financial Holdings, Inc.",NYSE,1950000000.0
3403,ASB,Associated Banc-Corp,NYSE,3280000000.0
3404,AC,"Associated Capital Group, Inc.",NYSE,899490000.0
3405,AIZ,"Assurant, Inc.",NYSE,7680000000.0
3406,AIZP,"Assurant, Inc.",NYSE,358770000.0
3407,AGO,Assured Guaranty Ltd.,NYSE,4600000000.0
3408,AZN,Astrazeneca PLC,NYSE,125080000000.0
3409,HOME,At Home Group Inc.,NYSE,662570000.0
3410,T,AT&T Inc.,NYSE,269700000000.0
3411,ATTO,Atento S.A.,NYSE,225470000.0
3412,ATH,Athene Holding Ltd.,NYSE,7840000000.0
3413,ATKR,Atkore International Group Inc.,NYSE,1600000000.0
3414,AT,Atlantic Power Corporation,NYSE,262510000.0
3415,ATO,Atmos Energy Corporation,NYSE,13270000000.0
3416,ACB,Aurora Cannabis Inc.,NYSE,3880000000.0
3417,ATHM,Autohome Inc.,NYSE,10100000000.0
3418,ALV,"Autoliv, Inc.",NYSE,7160000000.0
3419,AN,"AutoNation, Inc.",NYSE,4530000000.0
3420,AZO,"AutoZone, Inc.",NYSE,27150000000.0
3421,AVLR,"Avalara, Inc.",NYSE,5500000000.0
3422,AVB,"AvalonBay Communities, Inc.",NYSE,30640000000.0
3423,AGR,"Avangrid, Inc.",NYSE,15510000000.0
3424,AVNS,"Avanos Medical, Inc.",NYSE,2020000000.0
3425,AVTR,"Avantor, Inc.",NYSE,7990000000.0
3426,AVYA,Avaya Holdings Corp.,NYSE,1350000000.0
3427,AVY,Avery Dennison Corporation,NYSE,10680000000.0
3428,AVH,Avianca Holdings S.A.,NYSE,515940000.00000006
3429,AVA,Avista Corporation,NYSE,3160000000.0
3430,AVP,"Avon Products, Inc.",NYSE,1900000000.0
3431,AVX,AVX Corporation,NYSE,2750000000.0
3432,EQH,"AXA Equitable Holdings, Inc.",NYSE,10900000000.0
3433,AXTA,Axalta Coating Systems Ltd.,NYSE,6860000000.0
3434,AXS,Axis Capital Holdings Limited,NYSE,5180000000.0
3435,AX,"Axos Financial, Inc.",NYSE,1850000000.0
3436,AZUL,Azul S.A.,NYSE,4440000000.0
3437,AZRE,Azure Power Global Limited,NYSE,521390000.0
3438,AZZ,AZZ Inc.,NYSE,999530000.0
3439,BGS,"B&G Foods, Inc.",NYSE,1020000000.0
3440,BRPM,B. Riley Principal Merger Corp.,NYSE,182840000.0
3441,BW,Babcock,NYSE,213790000.0
3442,BGH,Babson Global Short Duration High Yield Fund,NYSE,348810000.0
3443,BMI,"Badger Meter, Inc.",NYSE,1690000000.0
3444,BCSF,"Bain Capital Specialty Finance, Inc.",NYSE,974630000.0
3445,BBN,BalckRock Taxable Municipal Bond Trust,NYSE,1360000000.0
3446,BLL,Ball Corporation,NYSE,23870000000.0
3447,BANC,"Banc of California, Inc.",NYSE,706220000.0
3448,BBVA,Banco Bilbao Viscaya Argentaria S.A.,NYSE,36140000000.0
3449,BBD,Banco Bradesco Sa,NYSE,71090000000.0
3450,BBDO,Banco Bradesco Sa,NYSE,66110000000.0
3451,BCH,Banco De Chile,NYSE,13630000000.0
3452,BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",NYSE,833620000.0
3453,BSBR,Banco Santander Brasil SA,NYSE,91470000000.0
3454,BSAC,Banco Santander Chile,NYSE,12700000000.0
3455,BSMX,"Banco Santander Mexico, S.A., Institucion de Ban",NYSE,9600000000.0
3456,SAN,"Banco Santander, S.A.",NYSE,72620000000.0
3457,CIB,BanColombia S.A.,NYSE,12510000000.0
3458,BXS,BancorpSouth Bank,NYSE,3050000000.0
3459,BAC,Bank of America Corporation,NYSE,295260000000.0
3460,BOH,Bank of Hawaii Corporation,NYSE,3520000000.0
3461,BMO,Bank Of Montreal,NYSE,48010000000.0
3462,NTB,Bank of N.T. Butterfield & Son Limited (The),NYSE,1750000000.0
3463,BK,Bank Of New York Mellon Corporation (The),NYSE,43720000000.0
3464,BNS,Bank of Nova Scotia (The),NYSE,70110000000.0
3465,BKU,"BankUnited, Inc.",NYSE,3280000000.0
3466,BCS,Barclays PLC,NYSE,37520000000.0
3467,BBDC,"Barings BDC, Inc.",NYSE,509180000.0
3468,MCI,Barings Corporate Investors,NYSE,338360000.0
3469,MPV,Barings Participation Investors,NYSE,171050000.0
3470,BNED,"Barnes & Noble Education, Inc",NYSE,199470000.0
3471,B,"Barnes Group, Inc.",NYSE,3010000000.0
3472,GOLD,Barrick Gold Corporation,NYSE,30580000000.0
3473,BAS,"Basic Energy Services, Inc.",NYSE,16780000.0
3474,BHC,Bausch Health Companies Inc.,NYSE,8230000000.0
3475,BAX,Baxter International Inc.,NYSE,39460000000.0
3476,BTE,Baytex Energy Corp,NYSE,675150000.0
3477,BBT,BB&T Corporation,NYSE,41050000000.0
3478,BBAR,BBVA Banco Frances S.A.,NYSE,790330000.0
3479,BBX,BBX Capital Corporation,NYSE,433270000.0
3480,BCE,"BCE, Inc.",NYSE,42150000000.0
3481,BZH,"Beazer Homes USA, Inc.",NYSE,490320000.0
3482,BDX,"Becton, Dickinson and Company",NYSE,65950000000.0
3483,BDC,Belden Inc,NYSE,2500000000.0
3484,BHE,"Benchmark Electronics, Inc.",NYSE,1190000000.0
3485,BHLB,"Berkshire Hills Bancorp, Inc.",NYSE,1540000000.0
3486,BERY,"Berry Global Group, Inc.",NYSE,5610000000.0
3487,BBY,"Best Buy Co., Inc.",NYSE,19280000000.0
3488,BEST,BEST Inc.,NYSE,2100000000.0
3489,BHP,BHP Group Limited,NYSE,124480000000.0
3490,BBL,BHP Group Plc,NYSE,107430000000.0
3491,BIG,"Big Lots, Inc.",NYSE,911410000.0
3492,BH,Biglari Holdings Inc.,NYSE,187460000.0
3493,BHVN,Biohaven Pharmaceutical Holding Company Ltd.,NYSE,2440000000.0
3494,BIO,"Bio-Rad Laboratories, Inc.",NYSE,10300000000.0
3495,BITA,Bitauto Holdings Limited,NYSE,1070000000.0000001
3496,BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",NYSE,3560000000.0
3497,BKH,Black Hills Corporation,NYSE,4750000000.0
3498,BKI,"Black Knight, Inc.",NYSE,9360000000.0
3499,BSM,"Black Stone Minerals, L.P.",NYSE,2780000000.0
3500,BB,BlackBerry Limited,NYSE,2860000000.0
3501,BGIO,BlackRock 2022 Global Income Opportunity Trust,NYSE,211770000.0
3502,BFZ,BlackRock California Municipal Income Trust,NYSE,428770000.0
3503,CII,Blackrock Capital and Income Strategies Fund Inc,NYSE,722270000.0
3504,BHK,Blackrock Core Bond Trust,NYSE,773430000.0
3505,HYT,"Blackrock Corporate High Yield Fund, Inc.",NYSE,1320000000.0
3506,BTZ,BlackRock Credit Allocation Income Trust,NYSE,1400000000.0
3507,DSU,"Blackrock Debt Strategies Fund, Inc.",NYSE,537860000.0
3508,BGR,BlackRock Energy and Resources Trust,NYSE,337920000.0
3509,BDJ,Blackrock Enhanced Equity Dividend Trust,NYSE,1730000000.0
3510,EGF,"Blackrock Enhanced Government Fund, Inc",NYSE,68150000.0
3511,FRA,Blackrock Floating Rate Income Strategies Fund Inc,NYSE,465620000.0
3512,BFO,Blackrock Florida Municipal 2020 Term Trust,NYSE,80260000.0
3513,BGT,Blackrock Global,NYSE,289830000.0
3514,BOE,Blackrock Global,NYSE,699700000.0
3515,BME,Blackrock Health Sciences Trust,NYSE,405630000.0
3516,BAF,BlackRock Income Investment Quality Trust,NYSE,123370000.0
3517,BKT,BlackRock Income Trust Inc. (The),NYSE,385330000.0
3518,BGY,"BLACKROCK INTERNATIONAL, LTD.",NYSE,582520000.0
3519,BKN,BlackRock Investment Quality Municipal Trust Inc. (The),NYSE,261910000.00000003
3520,BTA,BlackRock Long-Term Municipal Advantage Trust,NYSE,168720000.0
3521,BZM,BlackRock Maryland Municipal Bond Trust,NYSE,29980000.0
3522,MHE,BlackRock Massachusetts Tax-Exempt Trust,NYSE,31770000.0
3523,BIT,BlackRock Multi-Sector Income Trust,NYSE,644520000.0
3524,MUI,Blackrock Muni Intermediate Duration Fund Inc,NYSE,536150000.0
3525,MNE,Blackrock Muni New York Intermediate Duration Fund Inc,NYSE,61000000.0
3526,MUA,"Blackrock MuniAssets Fund, Inc.",NYSE,557780000.0
3527,BKK,Blackrock Municipal 2020 Term Trust,NYSE,304250000.0
3528,BBK,Blackrock Municipal Bond Trust,NYSE,161110000.0
3529,BBF,BlackRock Municipal Income Investment Trust,NYSE,142790000.0
3530,BYM,Blackrock Municipal Income Quality Trust,NYSE,365990000.0
3531,BFK,BlackRock Municipal Income Trust,NYSE,620020000.0
3532,BLE,BlackRock Municipal Income Trust II,NYSE,346830000.0
3533,BTT,BlackRock Municipal Target Term Trust Inc. (The),NYSE,1680000000.0
3534,MEN,"Blackrock MuniEnhanced Fund, Inc.",NYSE,325010000.0
3535,MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",NYSE,573620000.0
3536,MUH,"Blackrock MuniHoldings Fund II, Inc.",NYSE,165400000.0
3537,MHD,"Blackrock MuniHoldings Fund, Inc.",NYSE,229760000.0
3538,MFL,Blackrock MuniHoldings Investment Quality Fund,NYSE,502880000.0
3539,MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",NYSE,423360000.0
3540,MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",NYSE,415300000.0
3541,MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",NYSE,281850000.0
3542,MUS,"Blackrock MuniHoldings Quality Fund, Inc.",NYSE,161560000.0
3543,MVT,"Blackrock MuniVest Fund II, Inc.",NYSE,306640000.0
3544,MYC,"Blackrock MuniYield California Fund, Inc.",NYSE,300940000.0
3545,MCA,"Blackrock MuniYield California Insured Fund, Inc.",NYSE,486500000.0
3546,MYD,"Blackrock MuniYield Fund, Inc.",NYSE,678980000.0
3547,MYF,Blackrock MuniYield Investment Fund,NYSE,191560000.0
3548,MFT,Blackrock MuniYield Investment QualityFund,NYSE,113250000.0
3549,MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",NYSE,412320000.0
3550,MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",NYSE,361160000.0
3551,MYN,"Blackrock MuniYield New York Quality Fund, Inc.",NYSE,506310000.0
3552,MPA,Blackrock MuniYield Pennsylvania Quality Fund,NYSE,186810000.0
3553,MQT,"Blackrock MuniYield Quality Fund II, Inc.",NYSE,286940000.0
3554,MYI,"Blackrock MuniYield Quality Fund III, Inc.",NYSE,912540000.0
3555,MQY,"Blackrock MuniYield Quality Fund, Inc.",NYSE,451780000.0
3556,BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,NYSE,178420000.0
3557,BQH,Blackrock New York Municipal Bond Trust,NYSE,41390000.0
3558,BSE,Blackrock New York Municipal Income Quality Trust,NYSE,88340000.0
3559,BFY,BlackRock New York Municipal Income Trust II,NYSE,69820000.0
3560,BCX,BlackRock Resources,NYSE,701040000.0
3561,BST,BlackRock Science and Technology Trust,NYSE,720670000.0
3562,BSTZ,BlackRock Science and Technology Trust II,NYSE,1380000000.0
3563,BSD,BlackRock Strategic Municipal Trust Inc. (The),NYSE,102750000.0
3564,BUI,"BlackRock Utility, Infrastructure & Power Opportun",NYSE,385340000.0
3565,BHV,BlackRock Virginia Municipal Bond Trust,NYSE,27640000.0
3566,BLK,"BlackRock, Inc.",NYSE,71450000000.0
3567,BGB,Blackstone / GSO Strategic Credit Fund,NYSE,628430000.0
3568,BGX,Blackstone GSO Long Short Credit Income Fund,NYSE,196260000.0
3569,BSL,Blackstone GSO Senior Floating Rate Term Fund,NYSE,246260000.0
3570,BE,Bloom Energy Corporation,NYSE,316450000.0
3571,APRN,"Blue Apron Holdings, Inc.",NYSE,97360000.0
3572,BCRH,Blue Capital Reinsurance Holdings Ltd.,NYSE,61160000.0
3573,BXG,Bluegreen Vacations Corporation,NYSE,705000000.0
3574,BXC,BlueLinx Holdings Inc.,NYSE,318410000.0
3575,DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund,NYSE,137050000.0
3576,DHF,BNY Mellon High Yield Strategies Fund,NYSE,223580000.0
3577,DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc",NYSE,258630000.0
3578,DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc.",NYSE,414700000.0
3579,LEO,"BNY Mellon Strategic Municipals, Inc.",NYSE,522440000.00000006
3580,BA,Boeing Company (The),NYSE,191230000000.0
3581,BCC,"Boise Cascade, L.L.C.",NYSE,1400000000.0
3582,BCEI,"Bonanza Creek Energy, Inc.",NYSE,383380000.0
3583,BOOT,"Boot Barn Holdings, Inc.",NYSE,1070000000.0000001
3584,BAH,Booz Allen Hamilton Holding Corporation,NYSE,9590000000.0
3585,BWA,BorgWarner Inc.,NYSE,8199999999.999999
3586,BORR,Borr Drilling Limited,NYSE,729180000.0
3587,SAM,"Boston Beer Company, Inc. (The)",NYSE,4550000000.0
3588,BXP,"Boston Properties, Inc.",NYSE,20430000000.0
3589,BSX,Boston Scientific Corporation,NYSE,56900000000.0
3590,BOX,"Box, Inc.",NYSE,2440000000.0
3591,BYD,Boyd Gaming Corporation,NYSE,3000000000.0
3592,BPMP,BP Midstream Partners LP,NYSE,1560000000.0
3593,BP,BP p.l.c.,NYSE,134009999999.99998
3594,BPT,BP Prudhoe Bay Royalty Trust,NYSE,173340000.0
3595,BRC,Brady Corporation,NYSE,3020000000.0
3596,BHR,Braemar Hotels & Resorts Inc.,NYSE,309940000.0
3597,BDN,Brandywine Realty Trust,NYSE,2620000000.0
3598,BWG,BrandywineGLOBAL Global Income Opportunities Fund ,NYSE,260480000.00000003
3599,LND,Brasilagro Cia Brasileira De Propriedades Agricolas,NYSE,224360000.0
3600,BAK,Braskem S.A.,NYSE,5420000000.0
3601,BRFS,BRF S.A.,NYSE,7380000000.0
3602,BGG,Briggs & Stratton Corporation,NYSE,296670000.0
3603,MNRL,"Brigham Minerals, Inc.",NYSE,1090000000.0
3604,BFAM,Bright Horizons Family Solutions Inc.,NYSE,8710000000.0
3605,BEDU,Bright Scholar Education Holdings Limited,NYSE,1150000000.0
3606,BSIG,BrightSphere Investment Group Inc.,NYSE,857400000.0
3607,BV,"BrightView Holdings, Inc.",NYSE,1890000000.0
3608,EAT,"Brinker International, Inc.",NYSE,1670000000.0
3609,BCO,Brink&#39;s Company (The),NYSE,4350000000.0
3610,BMY,Bristol-Myers Squibb Company,NYSE,89930000000.0
3611,BTI,British American Tobacco p.l.c.,NYSE,79820000000.0
3612,BRX,Brixmor Property Group Inc.,NYSE,6280000000.0
3613,BR,"Broadridge Financial Solutions, Inc.",NYSE,14140000000.0
3614,BKD,Brookdale Senior Living Inc.,NYSE,1470000000.0
3615,BAM,Brookfield Asset Management Inc,NYSE,56430000000.0
3616,BBU,Brookfield Business Partners L.P.,NYSE,3200000000.0
3617,INF,Brookfield Global Listed Infrastructure Income Fund,NYSE,185260000.0
3618,BIP,Brookfield Infrastructure Partners LP,NYSE,14620000000.0
3619,RA,Brookfield Real Assets Income Fund Inc.,NYSE,835670000.0
3620,BEP,Brookfield Renewable Partners L.P.,NYSE,7550000000.0
3621,BRO,"Brown & Brown, Inc.",NYSE,10110000000.0
3622,BRT,BRT Apartments Corp.,NYSE,266269999.99999997
3623,BC,Brunswick Corporation,NYSE,5050000000.0
3624,BPL,Buckeye Partners L.P.,NYSE,6380000000.0
3625,BKE,"Buckle, Inc. (The)",NYSE,1050000000.0
3626,BVN,Buenaventura Mining Company Inc.,NYSE,3580000000.0
3627,BBW,"Build-A-Bear Workshop, Inc.",NYSE,56920000.0
3628,BG,Bunge Limited,NYSE,7820000000.0
3629,BURL,"Burlington Stores, Inc.",NYSE,13000000000.0
3630,BWXT,"BWX Technologies, Inc.",NYSE,5470000000.0
3631,BY,"Byline Bancorp, Inc.",NYSE,660150000.0
3632,CJ,"C&J Energy Services, Inc",NYSE,601490000.0
3633,CABO,"Cable One, Inc.",NYSE,7470000000.0
3634,CBT,Cabot Corporation,NYSE,2640000000.0
3635,COG,Cabot Oil & Gas Corporation,NYSE,7870000000.0
3636,CACI,"CACI International, Inc.",NYSE,5420000000.0
3637,WHD,"Cactus, Inc.",NYSE,2150000000.0
3638,CADE,Cadence Bancorporation,NYSE,2029999999.9999998
3639,CAE,CAE Inc,NYSE,6750000000.0
3640,CAI,"CAI International, Inc.",NYSE,424520000.0
3641,CAL,"Caleres, Inc.",NYSE,913240000.0
3642,CRC,California Resources Corporation,NYSE,373410000.0
3643,CWT,California Water  Service Group Holding,NYSE,2620000000.0
3644,CALX,"Calix, Inc",NYSE,429110000.0
3645,ELY,Callaway Golf Company,NYSE,1990000000.0
3646,CPE,Callon Petroleum Company,NYSE,940890000.0
3647,CBM,Cambrex Corporation,NYSE,2009999999.9999998
3648,CPT,Camden Property Trust,NYSE,11020000000.0
3649,CCJ,Cameco Corporation,NYSE,3610000000.0
3650,CPB,Campbell Soup Company,NYSE,13990000000.0
3651,CWH,"Camping World Holdings, Inc.",NYSE,863160000.0
3652,GOOS,Canada Goose Holdings Inc.,NYSE,2360000000.0
3653,CM,Canadian Imperial Bank of Commerce,NYSE,38150000000.0
3654,CNI,Canadian National Railway Company,NYSE,64120000000.00001
3655,CNQ,Canadian Natural Resources Limited,NYSE,30950000000.0
3656,CP,Canadian Pacific Railway Limited,NYSE,31510000000.0
3657,CANG,Cango Inc.,NYSE,837270000.0
3658,CNNE,"Cannae Holdings, Inc.",NYSE,2049999999.9999998
3659,CTST,CannTrust Holdings Inc.,NYSE,172610000.0
3660,CAJ,"Canon, Inc.",NYSE,29010000000.0
3661,CGC,Canopy Growth Corporation,NYSE,7600000000.0
3662,CMD,Cantel Medical Corp.,NYSE,2930000000.0
3663,COF,Capital One Financial Corporation,NYSE,43860000000.0
3664,CSU,Capital Senior Living Corporation,NYSE,141250000.0
3665,BXMT,"Capital Trust, Inc.",NYSE,4830000000.0
3666,CPRI,Capri Holdings Limited,NYSE,4830000000.0
3667,CMO,Capstead Mortgage Corporation,NYSE,732250000.0
3668,CRR,"Carbo Ceramics, Inc.",NYSE,58460000.0
3669,CAH,"Cardinal Health, Inc.",NYSE,14630000000.0
3670,CRCM,"Care.com, Inc.",NYSE,366310000.0
3671,CSL,Carlisle Companies Incorporated,NYSE,8760000000.0
3672,KMX,CarMax Inc,NYSE,15690000000.0
3673,CCL,Carnival Corporation,NYSE,31760000000.0
3674,CUK,Carnival Corporation,NYSE,29930000000.0
3675,CRS,Carpenter Technology Corporation,NYSE,2330000000.0
3676,CSV,"Carriage Services, Inc.",NYSE,391870000.0
3677,CARS,Cars.com Inc.,NYSE,738120000.0
3678,CRI,"Carter&#39;s, Inc.",NYSE,4420000000.0
3679,CVNA,Carvana Co.,NYSE,11980000000.0
3680,CSLT,"Castlight Health, inc.",NYSE,239660000.0
3681,CTLT,"Catalent, Inc.",NYSE,7250000000.0
3682,CTT           ,"CatchMark Timber Trust, Inc.",NYSE,556220000.0
